team_id,fg3_pct,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,wl,abbreviation
1610612737,0.35678197674418605,0.8072587209302325,10.357558139534884,33.901162790697676,44.258720930232556,24.13081395348837,7.2063953488372094,4.651162790697675,13.48546511627907,0.47674418604651164,ATL
1610612741,0.3586163522012578,0.7915062893081761,9.286163522012579,33.9496855345912,43.235849056603776,24.67610062893082,7.89622641509434,4.273584905660377,14.19496855345912,0.4716981132075472,CHI
1610612742,0.3635909090909091,0.7685142045454545,9.008522727272727,33.71022727272727,42.71875,23.244318181818183,6.451704545454546,4.099431818181818,12.289772727272727,0.5596590909090909,DAL
1610612743,0.3658989361702128,0.7825904255319149,10.111702127659575,33.68882978723404,43.80053191489362,27.095744680851062,7.545212765957447,4.324468085106383,14.02659574468085,0.6117021276595744,DEN
1610612744,0.36415186246418335,0.7834928366762177,9.724928366762178,34.621776504298,44.34670487106017,27.6189111747851,8.117478510028654,4.495702005730659,15.275071633237822,0.5243553008595988,GSW
1610612745,0.33989156626506023,0.7498644578313254,10.487951807228916,33.376506024096386,43.8644578313253,22.75,7.798192771084337,4.795180722891566,15.590361445783133,0.3463855421686747,HOU
1610612746,0.38056460674157294,0.7998960674157304,9.688202247191011,34.735955056179776,44.424157303370784,23.707865168539325,7.162921348314606,4.558988764044944,13.884831460674157,0.5702247191011236,LAC
1610612747,0.34800819672131145,0.7482322404371585,9.863387978142077,34.98907103825137,44.85245901639344,24.661202185792348,7.579234972677596,5.39344262295082,14.792349726775956,0.5491803278688525,LAL
1610612748,0.3634123711340206,0.8044587628865979,9.118556701030927,33.25515463917526,42.373711340206185,25.036082474226806,7.675257731958763,3.6804123711340204,14.085051546391753,0.5902061855670103,MIA
1610612749,0.36296774193548387,0.7496908602150537,10.42741935483871,38.13172043010753,48.55913978494624,24.85483870967742,7.290322580645161,4.728494623655914,14.231182795698924,0.6478494623655914,MIL
1610612750,0.3527894736842105,0.7624396284829721,10.176470588235293,33.39009287925697,43.56656346749226,25.325077399380806,8.603715170278639,5.585139318885449,14.90092879256966,0.43653250773993807,MIN
1610612751,0.3692163742690059,0.7885409356725147,9.353801169590643,34.56432748538012,43.91812865497076,25.260233918128655,6.921052631578948,5.356725146198831,14.2046783625731,0.543859649122807,BKN
1610612754,0.35759876543209873,0.7810277777777778,9.820987654320987,32.879629629629626,42.70061728395062,26.308641975308642,7.712962962962963,5.737654320987654,14.169753086419753,0.44135802469135804,IND
1610612755,0.3714050279329609,0.7944692737430167,9.427374301675977,33.82122905027933,43.24860335195531,24.212290502793294,8.125698324022347,5.363128491620111,13.706703910614525,0.6284916201117319,PHI
1610612756,0.36627520435967303,0.8167193460490463,9.901907356948229,33.88828337874659,43.79019073569482,26.752043596730246,7.583106267029973,4.476839237057221,13.411444141689373,0.6130790190735694,PHX
1610612757,0.3656736526946108,0.7930628742514971,10.092814371257486,33.07185628742515,43.16467065868263,22.143712574850298,7.044910179640719,5.023952095808383,13.535928143712574,0.4251497005988024,POR
1610612758,0.3587308868501529,0.7654892966360857,9.666666666666666,33.006116207951074,42.67278287461774,25.03058103975535,7.477064220183486,4.226299694189603,13.938837920489297,0.46788990825688076,SAC
1610612759,0.35281875,0.76905,10.378125,34.13125,44.509375,26.065625,7.259375,4.83125,13.2125,0.390625,SAS
1610612760,0.3441890243902439,0.7702835365853659,10.036585365853659,34.6859756097561,44.72256097560975,22.61280487804878,7.621951219512195,4.5,14.347560975609756,0.4268292682926829,OKC
1610612761,0.35407396449704137,0.7846568047337277,11.275147928994082,32.633136094674555,43.90828402366864,23.72189349112426,8.976331360946746,5.053254437869822,13.085798816568047,0.5502958579881657,TOR
1610612762,0.3683061224489796,0.7797230320699708,10.527696793002915,35.56851311953353,46.096209912536445,23.373177842565596,6.463556851311953,4.760932944606414,14.60058309037901,0.5801749271137027,UTA
1610612763,0.34869740634005764,0.7561729106628242,12.0,35.19884726224784,47.19884726224784,26.207492795389047,8.827089337175792,5.703170028818444,13.956772334293948,0.5677233429394812,MEM
1610612764,0.3513672839506173,0.777827160493827,9.530864197530864,33.98148148148148,43.51234567901235,25.104938271604937,7.145061728395062,4.712962962962963,13.972222222222221,0.4074074074074074,WAS
1610612765,0.34632165605095544,0.7647898089171975,10.39171974522293,32.181528662420384,42.57324840764331,23.56050955414013,7.3789808917197455,4.547770700636943,15.01592356687898,0.267515923566879,DET
1610612766,0.3499808917197452,0.7473152866242038,10.885350318471337,33.203821656050955,44.089171974522294,25.901273885350317,7.777070063694268,4.805732484076433,14.356687898089172,0.40764331210191085,CHA
